,Dataset_name,Anomaly_classes,Training_sample_size,Test_sample_size,Test_balance_size,Test_length_dev,Anomaly_All_ratio_dev,Test_size_balance_dev,Test_All_ratio_dev,Test_Train_ratio_dev,Anomaly_test_ratio_dev,Amount_of_classes
535,536_arts & culture_queer voices_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",7188,62859 (95.1%),3081 N,62859,0.8533984324810484,3081,0.8973831855753994,8.74499165275459,0.9509855390636186,32
536,537_college_queer voices,"['college', 'queer voices']",141425,62859 (3.6%),2248 A,62859,0.01100428814787257,2248,0.30770398073270544,0.4444687997171646,0.03576257974196217,2
537,538_college_queer voices_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings'
 'healthy living tips' 'good news' 'fifty' 'divorce']",5243,62859 (96.4%),2248 N,62859,0.890003230448445,2248,0.9230125400135092,11.989128361625024,0.9642374202580378,32
538,539_latino voices_queer voices,"['latino voices', 'queer voices']",141435,62859 (3.6%),2244 A,62859,0.010984169872830333,2244,0.3076889189109812,0.4444373740587549,0.03569894525843555,2
539,540_latino voices_queer voices_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",5233,62859 (96.4%),2244 N,62859,0.8901926804911002,2244,0.9231480937555072,12.012038983374737,0.9643010547415645,32
540,541_queer voices_education,"['queer voices', 'education']",141516,62859 (3.5%),2209 A,62859,0.010808562691131498,2209,0.3075669724770642,0.4441829899092682,0.03514214352757759,2
541,542_queer voices_education_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",5152,62859 (96.5%),2209 N,62859,0.8917675081972034,2209,0.9242475481907338,12.200892857142858,0.9648578564724224,32
542,543_queer voices_ENVIRONMENT,"['healthy living tips', 'tech', 'u.s. news', 'arts & culture', 'queer voices', 'travel', 'world news', 'environment', 'science', 'food & drink', 'impact']",106014,62859 (27.7%),17424 A,62859,0.10317812794229983,17424,0.372226466042529,0.5929311223046013,0.27719181024197015,11
543,544_queer voices_ENVIRONMENT_INVERT,"['comedy' 'parenting' 'sports' 'entertainment' 'politics' 'weird news'
 'education' 'crime' 'wellness' 'business' 'style' 'media' 'home & living'
 'women' 'black voices' 'money' 'religion' 'latino voices' 'weddings'
 'college' 'good news' 'fifty' 'divorce']",40654,62859 (72.3%),17424 N,62859,0.43893037589481515,17424,0.6072570594997729,1.5461947163870713,0.7228081897580299,23
544,545_queer voices_ADULT INTERESTS,"['healthy living tips', 'tech', 'crime', 'money', 'queer voices', 'wellness', 'home & living', 'divorce', 'parenting', 'education', 'sports', 'fifty', 'college', 'business', 'politics', 'weddings', 'travel']",60790,62859 (58.6%),26054 N,62859,0.2976570776957355,26054,0.5083664243139856,1.0340352031584141,0.5855167915493406,17
545,546_queer voices_ADULT INTERESTS_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'entertainment'
 'weird news' 'environment' 'science' 'style' 'food & drink' 'media'
 'women' 'black voices' 'religion' 'latino voices' 'impact' 'good news']",85878,62859 (41.4%),26054 A,62859,0.17516824999831918,26054,0.422618447326489,0.7319569622021939,0.4144832084506594,17
546,547_queer voices_AESTHETICS,"['arts & culture', 'style', 'queer voices', 'home & living', 'weddings', 'food & drink', 'travel']",112616,62859 (23.2%),14594 A,62859,0.08316854252742556,14594,0.35822196894144465,0.5581711302124032,0.2321704131468843,7
547,548_queer voices_AESTHETICS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'media' 'women' 'black voices' 'money'
 'religion' 'latino voices' 'impact' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",34052,62859 (76.8%),14594 N,62859,0.4980342788744312,14594,0.648626058961315,1.8459708680841067,0.7678295868531158,27
548,549_queer voices_MINORITIES,"['black voices', 'latino voices', 'women', 'queer voices']",135726,62859 (7.5%),4690 A,62859,0.023617090918246594,4690,0.31653448145630336,0.4631316033773927,0.07461143193496556,4
549,550_queer voices_MINORITIES_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'home & living' 'travel' 'money' 'religion'
 'impact' 'weddings' 'college' 'healthy living tips' 'good news' 'fifty'
 'divorce']",10942,62859 (92.5%),4690 N,62859,0.7881871519356106,4690,0.8517364263356865,5.744745019192104,0.9253885680650344,30
550,551_queer voices_SCIENTIFIC,"['crime', 'money', 'queer voices', 'education', 'business', 'science', 'tech']",130582,62859 (11.0%),6895 A,62859,0.03564394311443799,6895,0.32495179408708597,0.48137568730759217,0.10968994097901653,7
551,552_queer voices_SCIENTIFIC_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'wellness' 'style'
 'food & drink' 'media' 'home & living' 'women' 'black voices' 'travel'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",16086,62859 (89.0%),6895 N,62859,0.7088986002913421,6895,0.7962378871366141,3.9076837001118987,0.8903100590209835,27
552,553_PROGRESS_queer voices,"['money', 'queer voices', 'women', 'education', 'college', 'environment', 'black voices', 'science', 'tech']",127914,62859 (12.8%),8038 A,62859,0.042133844936128276,8038,0.3294963123712475,0.49141610769735916,0.12787349464674908,9
553,554_PROGRESS_queer voices_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'crime' 'wellness' 'business'
 'style' 'food & drink' 'media' 'home & living' 'travel' 'religion'
 'latino voices' 'impact' 'weddings' 'healthy living tips' 'good news'
 'fifty' 'divorce']",18754,62859 (87.2%),8038 N,62859,0.6717189663411466,8038,0.7702081776187617,3.351764956809214,0.872126505353251,25
554,555_CASUAL_queer voices,"['healthy living tips', 'arts & culture', 'style', 'queer voices', 'home & living', 'entertainment', 'comedy', 'food & drink', 'travel']",94554,62859 (35.5%),22335 A,62859,0.14188789998284768,22335,0.3993253416172743,0.6647947204771877,0.3553190473917816,9
555,556_CASUAL_queer voices_INVERT,"['u.s. news' 'parenting' 'world news' 'tech' 'sports' 'politics'
 'weird news' 'environment' 'education' 'crime' 'science' 'wellness'
 'business' 'media' 'women' 'black voices' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'good news' 'fifty'
 'divorce']",52114,62859 (64.5%),22335 N,62859,0.3524653614326842,22335,0.5467283623111513,1.2061825996853053,0.6446809526082183,25
556,557_COUPLES_queer voices,"['healthy living tips', 'money', 'queer voices', 'wellness', 'home & living', 'divorce', 'parenting', 'weddings', 'impact']",104409,62859 (28.8%),18112 A,62859,0.10828132099385418,18112,0.37579812038166294,0.6020458006493693,0.2881369414085493,9
557,558_COUPLES_queer voices_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'women'
 'black voices' 'travel' 'religion' 'latino voices' 'college' 'good news'
 'fifty']",42259,62859 (71.2%),18112 N,62859,0.42568351757073003,18112,0.5979851214825244,1.4874701247071629,0.7118630585914507,25
558,559_TRADITIONAL NEWS_queer voices,"['arts & culture', 'u.s. news', 'crime', 'money', 'queer voices', 'world news', 'weird news', 'good news', 'education', 'sports', 'business', 'politics', 'tech']",90339,62859 (38.4%),24141 A,62859,0.15758038616692124,24141,0.41031214506716795,0.6958124398100488,0.3840500167040519,13
559,560_TRADITIONAL NEWS_queer voices_INVERT,"['comedy' 'parenting' 'entertainment' 'environment' 'science' 'wellness'
 'style' 'food & drink' 'media' 'home & living' 'women' 'black voices'
 'travel' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'fifty' 'divorce']",56329,62859 (61.6%),24141 N,62859,0.32484813907440346,24141,0.5273936973520824,1.115926077153864,0.6159499832959481,21
560,561_food & drink,['food & drink'],140763,62859 (4.0%),2531 A,62859,0.012429894608637573,2531,0.3087043639685299,0.44655910999339316,0.040264719451470754,1
561,562_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",5905,62859 (96.0%),2531 N,62859,0.877319527659822,2531,0.9141265778605084,10.645046570702794,0.9597352805485293,33
562,563_business_food & drink,"['business', 'food & drink']",136569,62859 (6.9%),4329 A,62859,0.021707082255250015,4329,0.3151964618809796,0.46027282911934625,0.06886841979668783,2
563,564_business_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'style' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",10099,62859 (93.1%),4329 N,62859,0.8022423860303188,4329,0.8615778941308698,6.224279631646698,0.9311315802033122,32
564,565_comedy_food & drink,"['comedy', 'food & drink']",136983,62859 (6.6%),4151 A,62859,0.020771409413436616,4151,0.3145434893565917,0.45888175905039313,0.0660366852797531,2
565,566_comedy_food & drink_INVERT,"['u.s. news' 'parenting' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9685,62859 (93.4%),4151 N,62859,0.8092743714159683,4151,0.8664948169386855,6.4903458957150235,0.9339633147202469,32
566,567_sports_food & drink,"['sports', 'food & drink']",137209,62859 (6.4%),4054 A,62859,0.02026311054241558,4054,0.31418817602015314,0.45812592468424085,0.06449354905423249,2
567,568_sports_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9459,62859 (93.6%),4054 N,62859,0.8131447219226196,4054,0.8692026881274372,6.645417063114494,0.9355064509457676,32
568,569_black voices_food & drink,"['black voices', 'food & drink']",137555,62859 (6.2%),3906 A,62859,0.019489656411228757,3906,0.3136457532906883,0.45697357420668094,0.062139073163747435,2
569,570_black voices_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'women' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9113,62859 (93.8%),3906 N,62859,0.8191102095259267,3906,0.8733813149558162,6.897728519697136,0.9378609268362526,32
570,571_home & living_food & drink,"['home & living', 'food & drink']",137739,62859 (6.1%),3827 A,62859,0.01907795690884256,3827,0.31335805940238687,0.4563631215559863,0.060882292114096626,2
571,572_home & living_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",8929,62859 (93.9%),3827 N,62859,0.8223101353986739,3827,0.8756198807600156,7.039870086235861,0.9391177078859033,32
572,573_weddings_food & drink,"['weddings', 'food & drink']",138206,62859 (5.8%),3627 A,62859,0.018038942630492626,3627,0.3126302439509611,0.4548210642085004,0.05770056793776548,2
573,574_weddings_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",8462,62859 (94.2%),3627 N,62859,0.8304987310890201,3627,0.8813533180970542,7.4283857244150315,0.9422994320622345,32
574,575_women_food & drink,"['women', 'food & drink']",138263,62859 (5.7%),3603 A,62859,0.017914499656924654,3603,0.312541641391792,0.4546335606778386,0.057318761036605735,2
575,576_women_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",8405,62859 (94.3%),3603 N,62859,0.8314997754827121,3603,0.8820582622361922,7.478762641284949,0.9426812389633943,32
576,577_crime_food & drink,"['crime', 'food & drink']",138270,62859 (5.7%),3600 A,62859,0.017898960368718582,3600,0.3125307638381337,0.4546105445866782,0.05727103517396077,2
577,578_crime_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",8398,62859 (94.3%),3600 N,62859,0.8316235597906171,3600,0.8821449120788133,7.484996427720886,0.9427289648260392,32
578,579_food & drink_impact,"['food & drink', 'impact']",138324,62859 (5.7%),3576 A,62859,0.0177748616930854,3576,0.3124468767241765,0.4544330701830485,0.05688922827280103,2
579,580_food & drink_impact_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",8344,62859 (94.3%),3576 N,62859,0.832591323399295,3576,0.8828139263795065,7.533437200383509,0.9431107717271989,32
580,581_divorce_food & drink,"['divorce', 'food & drink']",138365,62859 (5.7%),3559 A,62859,0.017686757046873135,3559,0.31238321472587766,0.45429841361616013,0.056618781717812885,2
581,582_divorce_food & drink_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty']",8303,62859 (94.3%),3559 N,62859,0.8333099125938,3559,0.883322559793148,7.570637119113574,0.9433812182821871,32
